question,correct_answer,LoopQuestion.thisRepN,LoopQuestion.thisTrialN,LoopQuestion.thisN,LoopQuestion.thisIndex,textWelcomeMessage.started,textWelcomeMessage.stopped,key_Welcome.keys,key_Welcome.rt,key_Welcome.started,key_Welcome.stopped,textBlank.started,textBlank.stopped,text.started,text.stopped,keyQuestion.keys,keyQuestion.corr,keyQuestion.rt,keyQuestion.started,keyQuestion.stopped,textGoodbyeMessage.started,textGoodbyeMessage.stopped,key_Goodbye.keys,key_Goodbye.rt,key_Goodbye.started,key_Goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"In R, what does the ifelse function do? 
 
 A. it removes values that do not apply to the condition 
 B. it tests a condition and returns TRUE or FALSE in a vector  
 C. it tests a condition and does x if it is true and y if it is false 
 D. all of the above can be true, this depends on all conditions given to the function. ",c,7,3,73,3,,,,,,,355.71340230002534,None,353.8918907000043,None,c,1,1.7982300999865402,353.8918907000043,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what is an efficient way to install a package? 
 
 A. surf the internet and download the wanted package directly 
 B. use the function install.packages ("x") 
 C. use the function install.packages (x) 
 D. use the function library(x)",b,7,4,74,5,,,,,,,357.944854100002,None,356.1157404000114,None,b,1,1.8132174999918789,356.1157404000114,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"If there is a vector x = [6,2,3,74,2,7,1] what is the output of x[1] in python? 
 
 A. 6 
 B. 2  
 C. 4 
 D. none of the above",b,7,5,75,1,,,,,,,361.4253680000256,None,358.3466177000082,None,b,1,3.057248500001151,358.3466177000082,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R tidyverse, what does a piping symbol look like? 
 
 A. |> 
 B. %<% 
 C.%>%  
 D. %%%",c,7,6,76,9,,,,,,,364.0400742000202,None,361.8253732000012,None,c,1,2.1978401000087615,361.8253732000012,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"What is a function in R to detect missing data? 
 
 A. is_na(X) 
 B. X == NA 
 C. is.na(X) 
 D. is_na('X')",a,7,7,77,0,,,,,,,366.75417830000515,None,364.43948330002604,None,c,0,2.298940100008622,364.43948330002604,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"What is a function in R to generate data that is randomly distributed; what is a function in python to generate data that is randomly distributed?
 
 A. random(); np.random.normal 
 B. rnorm(); random.data  
 C. rnorm(); np.random.normal()  
 D.random(); random.data()",c,7,8,78,6,,,,,,,369.6185673,None,367.1592072000203,None,c,1,2.4294479000091087,367.1592072000203,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what is the output of unique(c(5,2,4,2,3,5,3,2,4,1,2,3,4))
 
 A. 40 
 B. 1 2 3 4 5 
 C. 15 
 D. 5 2 4 3 1",d,7,9,79,4,,,,,,,372.71629070001654,None,370.02054330002284,None,d,1,2.6726532999891788,370.02054330002284,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In pyhton, you can you save your plt figure? 
 
 A. using the function plt.savefig(your_title.png) 
 B. save('your_title.png')  
 C. save(your_title.png)   
 D. none of the above",d,8,0,80,8,,,,,,,375.33084200002486,None,373.11683240000275,None,d,1,2.190153300005477,373.11683240000275,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"What is a function in R to detect missing data? 
 
 A. is_na(X) 
 B. X == NA 
 C. is.na(X) 
 D. is_na('X')",a,8,1,81,0,,,,,,,377.56234650002443,None,375.7302212000068,None,c,0,1.8130394000036176,375.7302212000068,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R tidyverse, what does a piping symbol look like? 
 
 A. |> 
 B. %<% 
 C.%>%  
 D. %%%",c,8,2,82,9,,,,,,,379.26074810000136,None,377.961967500014,None,c,1,1.274024800019106,377.961967500014,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"What is a function in R to generate data that is randomly distributed; what is a function in python to generate data that is randomly distributed?
 
 A. random(); np.random.normal 
 B. rnorm(); random.data  
 C. rnorm(); np.random.normal()  
 D.random(); random.data()",c,8,3,83,6,,,,,,,381.54236940000555,None,379.6677900000068,None,c,1,1.8547402000112925,379.6677900000068,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"If there is a vector x = [6,2,3,74,2,7,1] what is the output of x[1] in python? 
 
 A. 6 
 B. 2  
 C. 4 
 D. none of the above",b,8,4,84,1,,,,,,,384.33994630002417,None,381.94319470002665,None,b,1,2.3761278000019956,381.94319470002665,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what is the output of unique(c(5,2,4,2,3,5,3,2,4,1,2,3,4))
 
 A. 40 
 B. 1 2 3 4 5 
 C. 15 
 D. 5 2 4 3 1",d,8,5,85,4,,,,,,,386.5381212000211,None,384.74227090002387,None,d,1,1.7722900999942794,384.74227090002387,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"If there is a vector x = c(6,2,3,74,2,7,1) what is the output of x[1] in R ?
 
  A. 6 
 B. 2  
 C. 4 
 D. none of the above",a,8,6,86,2,,,,,,,390.11882490001153,None,386.93768280002405,None,a,1,3.163748699997086,386.93768280002405,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what is an efficient way to install a package? 
 
 A. surf the internet and download the wanted package directly 
 B. use the function install.packages ("x") 
 C. use the function install.packages (x) 
 D. use the function library(x)",b,8,7,87,5,,,,,,,391.85045480000554,None,390.5233081000042,None,b,1,1.3048789000022225,390.5233081000042,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what should be the input of rnorm()?
 
 A. min value, max value, number of data points 
 B. mean, variance, number of data points  
 C. number of data points, mean  
 D. number of data points, mean, standard deviation",d,8,8,88,7,,,,,,,393.79892240001936,None,392.25012980002793,None,d,1,1.5276063000201248,392.25012980002793,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what does the ifelse function do? 
 
 A. it removes values that do not apply to the condition 
 B. it tests a condition and returns TRUE or FALSE in a vector  
 C. it tests a condition and does x if it is true and y if it is false 
 D. all of the above can be true, this depends on all conditions given to the function. ",c,8,9,89,3,,,,,,,396.03035310000996,None,394.20610900002066,None,c,1,1.8035238000156824,394.20610900002066,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what should be the input of rnorm()?
 
 A. min value, max value, number of data points 
 B. mean, variance, number of data points  
 C. number of data points, mean  
 D. number of data points, mean, standard deviation",d,9,0,90,7,,,,,,,398.9779307000281,None,396.4368927000032,None,d,1,2.519742000004044,396.4368927000032,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R tidyverse, what does a piping symbol look like? 
 
 A. |> 
 B. %<% 
 C.%>%  
 D. %%%",c,9,1,91,9,,,,,,,400.5767326000205,None,399.3775580000074,None,c,1,1.1805001999891829,399.3775580000074,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what is an efficient way to install a package? 
 
 A. surf the internet and download the wanted package directly 
 B. use the function install.packages ("x") 
 C. use the function install.packages (x) 
 D. use the function library(x)",b,9,2,92,5,,,,,,,402.49183780001476,None,400.9799410000269,None,b,1,1.4819136000005528,400.9799410000269,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what does the ifelse function do? 
 
 A. it removes values that do not apply to the condition 
 B. it tests a condition and returns TRUE or FALSE in a vector  
 C. it tests a condition and does x if it is true and y if it is false 
 D. all of the above can be true, this depends on all conditions given to the function. ",c,9,3,93,3,,,,,,,405.0062842000043,None,402.89654890002566,None,c,1,2.078271299978951,402.89654890002566,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In pyhton, you can you save your plt figure? 
 
 A. using the function plt.savefig(your_title.png) 
 B. save('your_title.png')  
 C. save(your_title.png)   
 D. none of the above",d,9,4,94,8,,,,,,,407.4211966000148,None,405.40859580002143,None,d,1,1.9801840000145603,405.40859580002143,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"What is a function in R to detect missing data? 
 
 A. is_na(X) 
 B. X == NA 
 C. is.na(X) 
 D. is_na('X')",a,9,5,95,0,,,,,,,409.4360167000268,None,407.820928000001,None,c,0,1.591270800010534,407.820928000001,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"If there is a vector x = [6,2,3,74,2,7,1] what is the output of x[1] in python? 
 
 A. 6 
 B. 2  
 C. 4 
 D. none of the above",b,9,6,96,1,,,,,,,415.13141210001777,None,409.8362557000073,None,b,1,5.263924300001236,409.8362557000073,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"In R, what is the output of unique(c(5,2,4,2,3,5,3,2,4,1,2,3,4))
 
 A. 40 
 B. 1 2 3 4 5 
 C. 15 
 D. 5 2 4 3 1",d,9,7,97,4,,,,,,,418.6618048000091,None,415.5310425000207,None,d,1,3.099720600002911,415.5310425000207,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"If there is a vector x = c(6,2,3,74,2,7,1) what is the output of x[1] in R ?
 
  A. 6 
 B. 2  
 C. 4 
 D. none of the above",a,9,8,98,2,,,,,,,421.50961980002467,None,419.0613699000096,None,a,1,2.4272368000238203,419.0613699000096,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
"What is a function in R to generate data that is randomly distributed; what is a function in python to generate data that is randomly distributed?
 
 A. random(); np.random.normal 
 B. rnorm(); random.data  
 C. rnorm(); np.random.normal()  
 D.random(); random.data()",c,9,9,99,6,,,,,,,425.4894603000139,None,421.91505900002085,None,c,1,3.5575009000021964,421.91505900002085,None,,,,,,,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
,,,,,,,,,,,,,,,,,,,,,425.8895816000004,None,space,1.7235944999847561,425.8895816000004,None,1,001,2022_Feb_02_1634,MC_programming,2021.2.3,60.04365173866981,
